id,class_id,logp
20110112_085632_25-a.sph,ara-arq,0.9999215882183581
20110112_085632_25-b.sph,ara-arq,0.9933264028811798
20110112_093821_26-a.sph,ara-arq,0.9982419072530201
20110112_093821_26-b.sph,ara-arq,0.9877989962861538
20110112_100739_27-a.sph,ara-arq,0.9998601825318931
20110112_100739_27-b.sph,ara-arq,0.9998461026324816
20110112_102931_28-a.sph,ara-arq,0.9988240996203235
20110112_102931_28-b.sph,ara-arq,0.9992945069664346
20110112_110035_29-a.sph,ara-arq,0.9956050254373241
20110112_110035_29-b.sph,ara-arq,0.9998179655506749
20110112_120034_30-a.sph,ara-arq,0.9999956254632509
20110112_120034_30-b.sph,ara-arq,0.9999961650306969
20110112_121837_31-a.sph,ara-arq,0.9992484722468692
20110112_121837_31-b.sph,ara-arq,0.9988521768999281
20110112_125124_32-a.sph,ara-arq,0.9992562768302394
20110112_125124_32-b.sph,ara-arq,0.9965659470692162
20110112_131159_33-a.sph,ara-arq,0.9999484673386585
20110112_131159_33-b.sph,ara-arq,0.999988595598022
20110112_135057_34-a.sph,ara-arq,0.9964035382836839
20110112_140409_35-b.sph,ara-arq,0.9993163776118849
20110112_143151_37-a.sph,ara-arq,0.9978091561892594
20110112_144321_38-a.sph,ara-arq,0.9882030389155663
20110112_151915_40-a.sph,ara-arq,0.9999863814255752
20110112_151915_40-b.sph,ara-arq,0.9999867872908822
20110112_164438_41-a.sph,ara-arq,0.9911464286505152
20110112_164438_41-b.sph,ara-arq,0.9982784286981317
20110112_170310_42-b.sph,ara-arq,0.9957287722811907
20110112_174334_44-a.sph,ara-arq,0.9994637389176244
20110112_174334_44-b.sph,ara-arq,0.9999979913404728
20110112_175917_46-a.sph,ara-arq,0.999896350765443
20110112_175917_46-b.sph,ara-arq,0.9992906517833624
20110112_181316_47-a.sph,ara-arq,0.9865135533386489
20110112_181316_47-b.sph,ara-arq,0.9799283164010801
20110112_184303_48-a.sph,ara-arq,0.9999941253436267
20110112_184303_48-b.sph,ara-arq,0.9894727409462367
20110112_185018_49-a.sph,ara-arq,0.9993235515178335
20110112_185018_49-b.sph,ara-arq,0.9964110986149859
20110112_190919_51-a.sph,ara-arq,0.9975136717392243
20110112_195355_54-a.sph,ara-arq,0.9994973714549525
20110112_210716_56-b.sph,ara-arq,0.9999953505624561
20110113_154325_58-a.sph,ara-arq,0.9999971862717217
20110113_155707_60-a.sph,ara-aeb,0.999254762801491
20110113_155707_60-b.sph,ara-arq,0.9999588882350571
20110113_160907_61-a.sph,ara-arq,0.9999960880781135
20110113_160907_61-b.sph,ara-arq,0.9999863740819315
20110113_210803_66-a.sph,ara-arq,0.9973323794741106
20110113_210803_66-b.sph,ara-arq,0.9989444092443852
20110114_010743_69-a.sph,ara-arq,0.9999099284602719
20110114_010743_69-b.sph,ara-arq,0.9763890642555946
20110114_132253_70-a.sph,ara-arq,0.9999970659217092
20110114_170901_71-a.sph,ara-arq,0.9999919868727419
20110114_170901_71-b.sph,ara-arq,0.9854190368540645
20110114_174847_72-a.sph,ara-arq,0.9999794141191631
20110114_174847_72-b.sph,ara-arq,0.9999942469709167
20110115_083054_73-a.sph,ara-arq,0.999835593793634
20110115_083054_73-b.sph,ara-arq,0.9874468440342952
20110115_090248_75-a.sph,ara-arq,0.9999406720119036
20110115_090248_75-b.sph,ara-arq,0.992340537440409
20110115_093602_76-a.sph,ara-arq,0.999989554911121
20110115_093602_76-b.sph,ara-arq,0.9999977173414476
20110115_094928_77-a.sph,ara-arq,0.9978338195939027
20110115_094928_77-b.sph,ara-arq,0.9999543347173833
20110115_101940_80-a.sph,ara-arq,0.9999919712722404
20110115_101940_80-b.sph,ara-arq,0.9999936335315381
20110115_114622_88-a.sph,ara-arq,0.9994230181724559
20110115_114622_88-b.sph,ara-arq,0.9987494039544832
20110115_115414_89-a.sph,ara-arq,0.9997873068050884
20110115_115414_89-b.sph,ara-arq,0.9996879869582883
20110115_120333_90-a.sph,ara-arq,0.9999911829644114
20110115_120333_90-b.sph,ara-aeb,0.9907357013205295
20110115_154229_93-a.sph,ara-arq,0.9999908976134848
20110115_160534_94-a.sph,ara-arq,0.9999941336401025
20110115_160534_94-b.sph,ara-arq,0.9970317402712736
20110115_170405_96-a.sph,ara-arq,0.9991143532054212
20110115_170405_96-b.sph,ara-arq,0.9996419863942765
20110115_172633_97-a.sph,ara-arq,0.983493662520541
20110115_172633_97-b.sph,ara-arq,0.9999960891934105
20110115_173918_98-b.sph,ara-arq,0.9899208181081557
20110116_212111_99-a.sph,ara-arq,0.9998892280312053
20110118_122005_102-a.sph,ara-arq,0.9999988862765399
20110118_122005_102-b.sph,ara-arq,0.9909318482173783
20110118_154651_104-a.sph,ara-arq,0.999987636189934
20110119_101115_108-a.sph,ara-arq,0.9999649201104261
20110119_101115_108-b.sph,ara-arq,0.9970793271378511
20110119_103907_109-a.sph,ara-arq,0.999982064110703
20110119_103907_109-b.sph,ara-arq,0.9930181910779016
20110119_123138_110-b.sph,ara-arq,0.9865006019221569
20110119_130923_111-a.sph,ara-arq,0.997152167078472
20110119_130923_111-b.sph,ara-arq,0.9981643655714929
20110119_131501_113-b.sph,ara-arq,0.9999035286024007
20110119_162158_114-a.sph,ara-arq,0.9999999535234435
20110119_162158_114-b.sph,ara-arq,0.9972175314415649
20110119_164045_115-a.sph,ara-arq,0.999995752838363
20110119_164045_115-b.sph,ara-arq,0.9997628034439311
20110119_185412_118-a.sph,ara-arq,0.9998202289146529
20110119_185412_118-b.sph,ara-arq,0.9984931074535468
20110119_191933_119-a.sph,ara-arq,0.9998427532239414
20110119_191933_119-b.sph,ara-arq,0.9999158034849497
20110120_063303_126-a.sph,ara-aeb,0.9983408495530686
20110120_065333_127-a.sph,ara-arq,0.9992096176188296
20110120_065333_127-b.sph,ara-arq,0.9999999917747343
20110120_103241_131-a.sph,ara-arq,0.9993182345500153
20110121_133744_171-a.sph,ara-arq,0.9999999215696308
20110121_135108_172-a.sph,ara-arq,0.9997247255224011
20110121_135108_172-b.sph,ara-arq,0.9948115916234687
20110121_150759_174-a.sph,ara-arq,0.9999584736982609
20110121_205639_189-a.sph,ara-arq,0.9999897466147079
20110121_205639_189-b.sph,ara-arq,0.9999990343864227
20110122_102217_196-a.sph,ara-arq,0.980904081808585
20110122_182307_237-b.sph,ara-arq,0.9999628382800599
20110122_213252_254-a.sph,ara-aeb,0.9977468847806278
20110123_065916_259-a.sph,ara-arq,0.9998361236710239
20110123_065916_259-b.sph,ara-arq,0.9999198626609019
20110123_082139_260-a.sph,ara-arq,0.9998122368739342
20110123_091452_261-a.sph,ara-arq,0.9937530884216169
20110124_150410_307-b.sph,ara-arq,0.9998523760407785
20110124_160331_310-a.sph,ara-arq,0.9999119580552518
20110124_160331_310-b.sph,ara-arq,0.9996355765737956
20110126_231521_427-a.sph,ara-arq,0.9999990527242926
20110126_231521_427-b.sph,ara-arq,0.999082522282352
20110126_233137_428-a.sph,ara-arq,0.9999980559906911
20110126_233137_428-b.sph,ara-arq,0.999549593523283
20110127_113123_434-a.sph,ara-arq,0.9998900000422434
20110127_133351_443-a.sph,ara-arq,0.9999924768392251
20110127_133351_443-b.sph,ara-arq,0.9984673062603949
20110127_200135_452-a.sph,ara-arq,0.9995916079616751
20110127_200135_452-b.sph,ara-arq,0.9928940070693326
20110127_201455_453-a.sph,ara-arq,0.9999998409583539
20110127_201455_453-b.sph,ara-arq,0.9917325527348603
20110127_211633_454-a.sph,ara-arq,0.9999252600002078
20110128_182748_472-a.sph,ara-arq,0.9999937657077407
20110128_182748_472-b.sph,ara-arq,0.996288694787586
20110128_185835_473-b.sph,ara-arq,0.9993941153143588
20110128_193520_475-a.sph,ara-arq,0.9999530106214491
20110128_193520_475-b.sph,ara-arq,0.9999527486872603
20110128_200815_476-a.sph,ara-arq,0.9999873059955551
20110128_200815_476-b.sph,ara-arq,0.9964487496070723
20110128_203824_477-b.sph,ara-arq,0.9997165845051637
20110128_222333_480-a.sph,ara-arq,0.9999970783462304
20110130_080611_510-a.sph,ara-arq,0.9999749215499425
20110130_080611_510-b.sph,ara-aeb,0.9999966593413755
20110130_085820_512-a.sph,ara-arq,0.9999636011539246
20110130_085820_512-b.sph,ara-arq,0.9813498028090423
20110130_092246_513-b.sph,ara-arq,0.9999059749555838
20110130_100253_514-a.sph,ara-arq,0.9921278081859116
20110130_100253_514-b.sph,ara-arq,0.9999516899828312
20110130_155522_528-a.sph,ara-arq,0.9999069680862643
20110130_155522_528-b.sph,ara-arq,0.9997900343245884
20110130_161649_529-a.sph,ara-arq,0.9998613523919572
20110130_161649_529-b.sph,ara-arq,0.9977029871347945
20110130_164452_531-a.sph,ara-arq,0.9999976354441193
20110130_164452_531-b.sph,ara-arq,0.9965312960271767
20110130_184540_532-a.sph,ara-ayl,0.999999999998713
20110130_184540_532-b.sph,ara-arq,0.9849336598416535
20110201_140835_576-a.sph,ara-arq,0.9975300712529358
20110201_140835_576-b.sph,ara-arq,0.9999993561949782
20110201_163316_581-a.sph,ara-arq,0.9999983446810359
20110201_163316_581-b.sph,ara-aeb,0.9924557962400737
20110203_191239_616-b.sph,ara-arq,0.9998885155856538
20110204_153604_625-a.sph,ara-arq,0.9999972105890849
20110204_153604_625-b.sph,ara-arq,0.9999410840414572
20110204_163201_626-a.sph,ara-arq,0.9976110910766881
20110204_163201_626-b.sph,ara-arq,0.9999876934539865
20110204_164625_627-b.sph,ara-arq,0.9999477802299377
20110204_171649_628-a.sph,ara-arq,0.999905415195764
20110204_171649_628-b.sph,ara-arq,0.9999920273859438
20110204_174823_629-a.sph,ara-arq,0.9999950593350131
20110204_183311_631-a.sph,ara-arq,0.9999953899932322
20110204_183311_631-b.sph,ara-arq,0.9999635149153278
20110204_190013_632-a.sph,ara-arq,0.9999387012014681
20110204_190013_632-b.sph,ara-arq,0.9999962749405605
20110204_190208_633-a.sph,ara-arq,0.9999999768635758
20110204_190208_633-b.sph,ara-arq,0.9977926594648339
20110204_200618_634-a.sph,ara-arq,0.9936747368214611
20110204_200618_634-b.sph,ara-arq,0.9999479114428771
20110204_203655_635-b.sph,ara-arq,0.9996727006128494
20110204_205300_638-a.sph,ara-arq,0.9992486308165472
20110205_153631_666-b.sph,ara-arq,0.9996547635561664
20110205_172120_671-a.sph,ara-arq,0.9999915914855924
20110206_095118_685-a.sph,ara-arq,0.9999999541857382
20110206_105102_688-a.sph,ara-arq,0.9999997707236105
20110206_105102_688-b.sph,ara-arq,0.9993810260864877
20110206_105820_689-a.sph,ara-arq,0.9987592088484722
20110206_113326_691-a.sph,ara-arq,0.9998279296292647
20110206_120354_693-b.sph,ara-arq,0.9980948428595703
20110206_122113_696-a.sph,ara-arq,0.9995909791238744
20110206_122113_696-b.sph,ara-arq,0.9999192768200029
20110206_132644_702-a.sph,ara-arq,0.9999998034776016
20110206_152016_714-a.sph,ara-arq,0.9999867036857935
20110206_155159_717-a.sph,ara-arq,0.9998418634479207
20110206_155159_717-b.sph,ara-arq,0.9888916327994056
20110206_165119_720-a.sph,ara-arq,0.9999902498906699
20110206_165119_720-b.sph,ara-arq,0.9920166455204702
20110206_172320_721-a.sph,ara-arq,0.9997423969682552
20110206_172320_721-b.sph,ara-arq,0.9804934273026574
20110206_192709_726-a.sph,ara-arq,0.9840175835722847
20110206_192709_726-b.sph,ara-arq,0.9977287985909209
20110206_194621_727-a.sph,ara-arq,0.9831344460618126
20110208_175519_758-b.sph,ara-arq,0.9999988769528441
20110209_181948_779-a.sph,ara-arq,0.9936522404471088
20110209_181948_779-b.sph,ara-arq,0.9997791918710421
20110209_183724_782-a.sph,ara-arq,0.9998784380878949
20110209_183724_782-b.sph,ara-arq,0.9999246025038221
20110210_183402_800-a.sph,ara-arq,0.9984594573811986
20110210_183402_800-b.sph,ara-arq,0.9980188028033471
20110210_185230_803-a.sph,ara-arq,0.9999982013809502
20110210_185230_803-b.sph,ara-arq,0.9995995024241807
20110211_120852_808-a.sph,ara-arq,0.9932259220823395
20110211_152026_820-a.sph,ara-arq,0.9999980021493747
20110211_153702_822-a.sph,ara-arq,0.9969999901106751
20110211_153702_822-b.sph,ara-arq,0.9997316547372318
20110211_155607_823-a.sph,ara-arq,0.9999999999999418
20110211_155607_823-b.sph,ara-arq,0.9998718954393995
20110212_181444_870-a.sph,ara-arq,0.9989480808880217
20110212_181444_870-b.sph,ara-arq,0.9999872566336785
20110212_183328_871-a.sph,ara-arq,0.9903448729423271
20110212_183328_871-b.sph,ara-arq,0.9810930960909464
20110212_185203_872-a.sph,ara-arq,0.981273333555111
20110212_191246_873-b.sph,ara-arq,0.9995332526132436
20110213_114400_879-a.sph,ara-arq,0.9960907157237656
20110213_114400_879-b.sph,ara-arq,0.9857366670372355
20110213_120949_881-a.sph,ara-arq,0.9844207993983157
20110213_120949_881-b.sph,ara-arq,0.9903953303779026
20110213_122816_882-a.sph,ara-arq,0.9891871489623377
20110213_122816_882-b.sph,ara-arq,0.9999935070606318
20110213_131054_885-b.sph,ara-arq,0.9999028302287125
20110213_133818_888-b.sph,ara-arq,0.9970198413986752
20110213_142146_896-a.sph,ara-arq,0.9997721189705135
20110213_142146_896-b.sph,ara-arq,0.998800376513235
20110213_144952_900-a.sph,ara-arq,0.9968885288172212
20110213_164838_913-b.sph,ara-arq,0.9999808228052904
20110213_181716_914-a.sph,ara-arq,0.9996267031488214
20110213_181716_914-b.sph,ara-arq,0.9978692419798673
20110214_210504_930-a.sph,ara-arq,0.9999999993069508
20110214_212408_932-b.sph,ara-arq,0.9994783176628016
20110217_133012_975-b.sph,ara-arq,0.9999978652333108
20110217_134937_976-b.sph,ara-arq,0.9981620062883075
20110217_135627_977-a.sph,ara-arq,0.9923823762680786
20110217_135627_977-b.sph,ara-ayl,0.99994304153697
20110217_140828_980-b.sph,ara-arq,0.9998865552711499
20110217_142557_982-a.sph,ara-arq,0.9927005912288147
20110217_145020_983-a.sph,ara-arq,0.9992976883509107
20110217_145020_983-b.sph,ara-arq,0.9994242961468159
20110217_171932_987-a.sph,ara-arq,0.9998300688490686
20110217_171932_987-b.sph,ara-arq,0.9999938868544527
20110217_173619_988-a.sph,ara-arq,0.9998859524996734
20110217_173619_988-b.sph,ara-arq,0.9993538778019107
20110218_143916_1008-a.sph,ara-arq,0.9995276489555424
20110218_152219_1012-a.sph,ara-arq,0.9989564931737804
20110218_152219_1012-b.sph,ara-arq,0.983424400422087
20110218_154208_1013-a.sph,ara-arq,0.9996610622089865
20110218_171114_1015-a.sph,ara-arq,0.9983391451448304
20110218_171114_1015-b.sph,ara-aeb,0.9839049923252243
20110219_130356_1026-a.sph,ara-arq,0.9800875696973508
20110219_130356_1026-b.sph,ara-arq,0.9981097426100024
20110220_153604_1050-b.sph,ara-arq,0.9992922307310227
20110226_102551_1168-a.sph,ara-arq,0.9956164145717841
20110226_104245_1169-a.sph,ara-arq,0.999615990129898
20110226_104245_1169-b.sph,ara-arq,0.9999432762407108
20110226_105951_1171-b.sph,ara-arq,0.9963320797245594
20110227_115638_1179-a.sph,ara-arq,0.9979731787181892
20110227_115638_1179-b.sph,ara-arq,0.9999984412629119
20110227_123734_1181-a.sph,ara-arq,0.9996205551160018
20110227_125439_1182-a.sph,ara-arq,0.9996946469526378
20110227_125439_1182-b.sph,ara-arq,0.9995090769571758
20110227_131635_1183-a.sph,ara-arq,0.9981612635005762
20110227_131635_1183-b.sph,ara-arq,0.9999225601135852
20110227_134655_1184-a.sph,ara-arq,0.9993111982898277
20110227_140420_1185-b.sph,ara-arq,0.9988598965943818
20110227_142125_1186-a.sph,ara-arq,0.9948006601325144
20110227_142125_1186-b.sph,ara-arq,0.9988307215422513
20110227_154132_1189-a.sph,ara-arq,0.9938418813114719
20110227_154132_1189-b.sph,ara-arq,0.9999920687652308
20110227_155909_1191-b.sph,ara-arq,0.998912461185742
20110227_162241_1192-a.sph,ara-arq,0.9984703552540448
20110227_162241_1192-b.sph,ara-arq,0.9999895197829509
20110227_163935_1195-b.sph,ara-arq,0.9949971842748578
20110228_174826_1217-a.sph,ara-arq,0.9999886137143743
20110228_174826_1217-b.sph,ara-arq,0.9993742634620741
20110301_154921_1230-a.sph,ara-arq,0.9997093954036395
20110301_154921_1230-b.sph,ara-arq,0.9986268296407617
20110305_101932_1323-a.sph,ara-arq,0.9961912502914853
20110305_101932_1323-b.sph,ara-arq,0.9992166940246625
20110305_103655_1326-a.sph,ara-arq,0.9964829278234681
20110305_175842_1332-a.sph,ara-arq,0.9971054262198007
20110305_175842_1332-b.sph,ara-arq,0.9999802993572223
20110305_181929_1333-b.sph,ara-arq,0.9999661470430923
20110306_111437_1342-b.sph,ara-arq,0.9997018164726993
20110306_113229_1344-b.sph,ara-arq,0.9999988318789892
20110306_115706_1347-b.sph,ara-arq,0.9978191157389156
20110306_121619_1348-a.sph,ara-arq,0.9827291278544082
20110306_123404_1350-a.sph,ara-arq,0.9988325513754784
20110306_155835_1353-b.sph,ara-arq,0.9841830936168241
20110308_141939_1391-a.sph,ara-arq,0.9927596828605247
20110309_090633_1407-a.sph,ara-arq,0.9974682774936627
20110309_090633_1407-b.sph,ara-arq,0.9999472047179431
20110309_092426_1408-a.sph,ara-arq,0.9891944796228922
20110309_190600_1415-b.sph,ara-arq,0.9992401337610775
20110312_100116_1442-b.sph,ara-aeb,0.9999964907283014
lre11ablk.sph,ara-arq,0.9999907113220694
lre11aedq.sph,ara-arq,0.9998876721921264
lre11afar.sph,ara-arq,0.9998482741863788
lre11aglc.sph,ara-arq,0.9999898456118099
lre11ahqo.sph,ara-arq,0.9918603244627976
lre11alas.sph,ara-arq,0.9908901959831016
lre11alwj.sph,ara-arq,0.9894410455076774
lre11amzo.sph,ara-arq,0.9786892682080185
lre11anjz.sph,ara-arq,0.9999981759198692
lre11aojl.sph,ara-arq,0.9997424488929775
lre11apsf.sph,ara-arq,0.9849324254750552
lre11avmm.sph,ara-arq,0.9999504288541092
lre11axmy.sph,ara-arq,0.9999523003483873
lre11azex.sph,ara-arq,0.9995398052261274
lre11bbvj.sph,ara-arq,0.9999335460724018
lre11bcek.sph,ara-arq,0.9999851926128998
lre11bcpv.sph,ara-arq,0.984682382200886
lre11biws.sph,ara-arq,0.9998120788157547
lre11bnkp.sph,ara-arq,0.9995987125056803
lre11bnsh.sph,ara-arq,0.9996962089592643
lre11bnsx.sph,ara-arq,0.9977111633190938
lre11bpyg.sph,ara-arq,0.9959055192068114
lre11bpzi.sph,ara-arq,0.9905831011969168
lre11bqon.sph,ara-arq,0.9969555758000546
lre11brct.sph,ara-arq,0.9975246452439199
lre11bsry.sph,ara-arq,0.9894503783769195
lre11byco.sph,ara-arq,0.9999976971030877
lre11bzjc.sph,ara-arq,0.999543540290902
lre11bzlo.sph,ara-arq,0.9999970319421916
lre11cejv.sph,ara-arq,0.9982811975618141
lre11cesz.sph,ara-arq,0.998990976426668
lre11cfgz.sph,ara-arq,0.9935160910053205
lre11cfwm.sph,ara-arq,0.9999964881312391
lre11cgay.sph,ara-arq,0.9996390794313366
lre11cgxl.sph,ara-arq,0.9888137475556131
lre11cian.sph,ara-arq,0.9999456258260779
lre11cjxu.sph,ara-arq,0.9999091559138382
lre11cmat.sph,ara-arq,0.999993807597705
lre11cmnm.sph,ara-arq,0.9968753878911075
lre11cpyg.sph,ara-arq,0.99778707361397
lre11cysx.sph,ara-arq,0.9999531509783556
lre11czoc.sph,ara-arq,0.9999723971738445
lre11czzz.sph,ara-arq,0.9967642546011689
lre11dcxm.sph,ara-arq,0.9988254822426347
lre11dkdu.sph,ara-arq,0.9995208011254988
lre11dmgu.sph,ara-arq,0.9999964088803398
lre11dnsn.sph,ara-arq,0.9999932007597087
lre11dtba.sph,ara-arq,0.9999993605172935
lre11dtee.sph,ara-arq,0.9998725513672501
lre11dtma.sph,ara-arq,0.977093779334459
lre11dwvy.sph,ara-arq,0.9912064733461909
lre11dzmv.sph,ara-arq,0.9893557384712441
lre11edst.sph,ara-arq,0.9996483218194355
lre11efjk.sph,ara-arq,0.9997175005082578
lre11eiyw.sph,ara-arq,0.9876725818861913
lre11ekip.sph,ara-arq,0.9996941527919115
lre11eohx.sph,ara-arq,0.9999635932561415
lre11erez.sph,ara-arq,0.9965516335686703
lre11erxq.sph,ara-arq,0.9996087806099485
lre11erxr.sph,ara-arq,0.9775705269985646
lre11eufb.sph,ara-arq,0.9843849296538485
lre11fagv.sph,ara-arq,0.9998946883634996
lre11fbda.sph,ara-arq,0.9978295206364557
lre11fcjj.sph,ara-ayl,0.993383627457564
lre11fkvi.sph,ara-arq,0.9995855863185078
lre11fodl.sph,ara-aeb,0.9926903655566781
lre11fqsk.sph,ara-arq,0.9999977131862029
lre11ftfz.sph,ara-arq,0.9992187521546018
lre11fvvi.sph,ara-arq,0.9998858777480336
lre11fwev.sph,ara-arq,0.9895982019894587
lre11fwgy.sph,ara-arq,0.9999585016943806
lre11fxxe.sph,ara-arq,0.9999324150603885
lre11fyfu.sph,ara-arq,0.9998347600563473
lre11fyul.sph,ara-arq,0.9936234560510464
lre11fzut.sph,ara-arq,0.9842511617654447
lre11gdzy.sph,ara-arq,0.999889190713416
lre11gezd.sph,ara-arq,0.9998699060210541
lre11gfzz.sph,ara-arq,0.9999891185814981
lre11ggoj.sph,ara-arq,0.9939957237418172
lre11ggpo.sph,ara-arq,0.9856255396828421
lre11goba.sph,ara-arq,0.990344531513245
lre11gobo.sph,ara-arq,0.9999875942826566
lre11grhs.sph,ara-arq,0.9997556743150159
lre11grvu.sph,ara-arq,0.9999968541025068
lre11gugo.sph,ara-arq,0.9965937007797033
lre11hfea.sph,ara-arq,0.9998608609896967
lre11hhql.sph,ara-arq,0.9998338106542838
lre11hnhd.sph,ara-arq,0.9772497743518446
lre11honr.sph,ara-arq,0.9998932196048694
lre11hqam.sph,ara-arq,0.9981273699564014
lre11hqxf.sph,ara-arq,0.9994436545087109
lre11hxhj.sph,ara-arq,0.9999969785031192
lre11iape.sph,ara-arq,0.9805984363079878
lre11ibqb.sph,ara-arq,0.9818806715807676
lre11ijgj.sph,ara-arq,0.9990861345342709
lre11ilih.sph,ara-arq,0.9999502485361578
lre11imki.sph,ara-ayl,0.9999999999342657
lre11iqwq.sph,ara-arq,0.9989577296816973
lre11irup.sph,ara-arq,0.9987522767488314
lre11itok.sph,ara-arq,0.9999898498294778
lre11ivvj.sph,ara-arq,0.9989286012303883
lre11ixke.sph,ara-arq,0.9999500945534188
lre11jepu.sph,ara-arq,0.9972127532313085
lre11jfrt.sph,ara-arq,0.999937410524841
lre11jgdm.sph,ara-arq,0.9999313841413808
lre11jgex.sph,ara-arq,0.9996981300593533
lre11jjzk.sph,ara-arq,0.9969824384056464
lre11jkcg.sph,ara-arq,0.9999901763442688
lre11jlbb.sph,ara-ayl,0.9999797418290254
lre11jmkp.sph,ara-aeb,0.9829506107982495
lre11jnbo.sph,ara-arq,0.9955088149420692
lre11joqm.sph,ara-arq,0.9979145377503337
lre11jpnp.sph,ara-arq,0.9820469567638314
lre11jqay.sph,ara-arq,0.9999059550640546
lre11jsem.sph,ara-arq,0.9999659015380002
